tokyo,Patrick L.,350,4,5,
tokyo,Morimasa O.,312,4,8,
tokyo,Fulvio D.,450,4,8,
tokyo,Sonoko M.,258,6,6,
tokyo,Yasuko N.,500,4,4,
tokyo,Makiko N.,508,4,8,
tokyo,Masaharu N.,800,4,6,
tokyo,Tomie S.,406,7,8,
tokyo,Akira K.,437,2,8,
tokyo,Akio T.,255,10,5,
tokyo,Yumi F.,170,8,4,
tokyo,Patrick L.,187,6,6,
tokyo,Tomie S.,285,4,7,
tokyo,Masaharu N.,270,4,3.5,
tokyo,Tony I.,859,10,8,
tokyo,Akio T.,383,4,7,
tokyo,Uemitsu K.,879,6,16,
tokyo,Makayla S.,250,4,4,
tokyo,Pascal M.,450,5,8,
tokyo,Yoshihiro M.,270,5,4,
tokyo,Eriko N.,275,6,4,
tokyo,Makayla S.,195,6,4,
tokyo,Akio T.,270-360,4,4,
tokyo,Toshi N.,469,5,6,
tokyo,Kaori Y.,988,4,6,
tokyo,Yoshihiro M.,312,5,6,
tokyo,Masaharu N.,355,5,8,
tokyo,Bilal L.,328,6,9,
tokyo,Tomie S.,223-238,3,4,
tokyo,Akemi I.,305,6,11,
tokyo,Sumiko T.,310,6,4,
tokyo,Kaori Y.,359,4,9.5,
tokyo,Sachimi K.,844,5,9.5,
tokyo,Hiroko N.,295-520,10,5,
tokyo,Ken T.,359,5,7,
tokyo,Akira K.,200,6,4,
tokyo,Makayla S.,430,8,8,
tokyo,Hideaki M.,312,6,6,
tokyo,Yoshinobu K.,410-950,10,10,
tokyo,Toshiko A.,187,5,4,
tokyo,Fulvio D.,480,8,8,
tokyo,Makayla S.,367,5,7,
tokyo,Yoshihiro M.,328,6,10,
tokyo,Maru K.,352,4,7,
tokyo,Yumi F.,78,2,3,
tokyo,Patrick L.,273,4,8,
tokyo,Sachimi K.,273,8,8,
tokyo,Maru K.,420,6,6.5,
tokyo,Mayumi S.,422,7,8,
tokyo,Hideaki M.,469,4,10,
tokyo,Fulvio D.,500,4,6,
tokyo,Hiroshi T.,112,5,4,
tokyo,Yoshi K.,469,6,9,
tokyo,Bilal L.,199,5,4,
tokyo,Makayla S.,300,6,7,
tokyo,Patrick L.,273,6,8,
tokyo,Ken T.,773,10,8,
