sakaiminato,Hiroko O.,728-824,5,6.5,
sakaiminato,Ritsuko Y.,195,3,4,
sakaiminato,Hiroko O.,932-1027,5,7,
sakaiminato,Hiroko O.,168,3,4,
sakaiminato,Ritsuko Y.,203,3,4,
sakaiminato,Hiroko O.,266-266,[46]15,
sakaiminato,Hiroko O.,223-238,3,4,
