kagoshima,Mikiko H.,430,8,8,
kagoshima,Mikiko H.,430,3,8.5,
kagoshima,Mikiko H.,273,5,4.5,
kagoshima,Mikiko H.,430,5,8,
kagoshima,Mikiko H.,273,5,5,
kagoshima,Mikiko H.,391,8,6,
kagoshima,Mikiko H.,352,8,5.5,
kagoshima,Mikiko H.,391,5,6.5,
kagoshima,Mikiko H.,312,4,6,
