takayama,Hisa M.,68-166,6,1
takayama,Yoichiro Y.,172,8,3,
takayama,Hisa M.,205,8,4,
takayama,Hisa M.,187,8,4,
takayama,Yoichiro Y.,156,2,.00xx,
takayama,Yoichiro Y.,312,4,2.5,
