koyasan,Kaori K.,352,8,6.5,
koyasan,Nobu T.,366,10,1
koyasan,Nobu T.,894,[38]12,
koyasan,Nobu T.,427,6,4,
koyasan,Nobu T.,1039-1351,6,9.5,
koyasan,Nobu T.,167,5,2,
koyasan,Nobu T.,167,5,2,
koyasan,Nobu T.,569,[55]1.00xx,
koyasan,Nobu T.,406,5,5,
koyasan,Kaori K.,366,[61]13,
